title,creation_date,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Untitled,"1963, printed 1980",gelatin silver print,84.66.4,cmoa:things/52242927-f420-4204-9a6f-64f683033f6b,Gift of Jerome Goldman,1984-10-04,Photography,Not on View,14.0,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025088,"Jerome Goldman, NYC",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=114117&size=Medium,cmoa:parties/1ae09c8e-33ad-4f77-8fd7-042c631e2097,Person,Larry Clark,"Clark, Larry",,American,1943-01-01,,"Tulsa (Tulsa county, Oklahoma, United States)",
Untitled,"1963, printed 1980",gelatin silver print,84.66.5,cmoa:things/38ad1510-3b1a-44a2-b195-60effa1dde9d,Gift of Jerome Goldman,1984-10-04,Photography,Not on View,11.0,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025089,"Jerome Goldman, NYC",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=114118&size=Medium,cmoa:parties/1ae09c8e-33ad-4f77-8fd7-042c631e2097,Person,Larry Clark,"Clark, Larry",,American,1943-01-01,,"Tulsa (Tulsa county, Oklahoma, United States)",
Untitled,"1963, printed 1980",gelatin silver print,84.66.6,cmoa:things/19c6faa3-c9b7-4ce9-af14-fec8e4cca6c0,Gift of Jerome Goldman,1984-10-04,Photography,Not on View,11.0,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025090,"Jerome Goldman, NYC",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=114127&size=Medium,cmoa:parties/1ae09c8e-33ad-4f77-8fd7-042c631e2097,Person,Larry Clark,"Clark, Larry",,American,1943-01-01,,"Tulsa (Tulsa county, Oklahoma, United States)",
Untitled,"1963, printed 1980",gelatin silver print,84.66.7,cmoa:things/04f963da-41ea-4a33-81a8-97be1e00d292,Gift of Jerome Goldman,1984-10-04,Photography,Not on View,14.0,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025091,"Jerome Goldman, NYC",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=114115&size=Medium,cmoa:parties/1ae09c8e-33ad-4f77-8fd7-042c631e2097,Person,Larry Clark,"Clark, Larry",,American,1943-01-01,,"Tulsa (Tulsa county, Oklahoma, United States)",
Untitled,"1963, printed 1980",gelatin silver print,84.66.8,cmoa:things/97e99af4-d86a-4cc0-a22e-f2f10199f678,Gift of Jerome Goldman,1984-10-04,Photography,Not on View,13.875,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025092,"Jerome Goldman, NYC",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=115453&size=Medium,cmoa:parties/1ae09c8e-33ad-4f77-8fd7-042c631e2097,Person,Larry Clark,"Clark, Larry",,American,1943-01-01,,"Tulsa (Tulsa county, Oklahoma, United States)",
Untitled,"1968, printed 1980",gelatin silver print,84.66.9,cmoa:things/68356941-9aca-4f5b-ad05-ac7ac274902f,Gift of Jerome Goldman,1984-10-04,Photography,Not on View,10.875,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025093,"Jerome Goldman, NYC",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=115454&size=Medium,cmoa:parties/1ae09c8e-33ad-4f77-8fd7-042c631e2097,Person,Larry Clark,"Clark, Larry",,American,1943-01-01,,"Tulsa (Tulsa county, Oklahoma, United States)",
"(Pittsburgh: Aerial View, Downtown)",1956,gelatin silver print,84.7.10,cmoa:things/526fd4bf-906a-44a2-815a-310d387e8d86,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.25,10.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025103,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96941&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
"(Pittsburgh: Aerial View, Downtown)",1956,gelatin silver print,84.7.11,cmoa:things/9a87c56a-d6c7-45f0-9c6d-52ef772c4d7b,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,10.5,13.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025104,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96938&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
Untitled,1977,gelatin silver print,84.71.1,cmoa:things/a92290c8-ccfc-483c-af79-f535bef8d6ef,Gift of Elaine A. King,1984-10-04,Photography,Not on View,6.875,4.812,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025105,"Elaine A. King, Pittsburgh, PA",photographs,,cmoa:parties/1d03feb9-4572-491b-bf59-e68cfdb2cc69,Person,Jane Wenger,"Wenger, Jane",,American,1944-01-01,,"New York City, New York",
"(Pittsburgh: Aerial View, Downtown)",1956,gelatin silver print,84.7.12,cmoa:things/7c1c737b-425a-41b7-bd85-bc70a03ea99d,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,10.5,13.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025106,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96939&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
Untitled,1970,gelatin silver print,84.71.2,cmoa:things/8762069a-be0b-4787-82d9-84bca5e76bf7,Gift of Elaine A. King,1984-10-04,Photography,Not on View,6.875,8.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025107,"Elaine A. King, Pittsburgh, PA",photographs,,cmoa:parties/83cdab25-215f-4f26-bb0e-7e78f90e29cf,Person,Aaron Siskind,"Siskind, Aaron",,American,1903-01-01,1991-01-01,"New York City (New York state, United States)","Providence (Providence county, Rhode Island, United States)"
"(Pittsburgh: Aerial View, Downtown)",1956,gelatin silver print,84.7.13,cmoa:things/104b020f-2619-4de3-b3df-5a6924088007,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.625,10.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025108,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96940&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
Cow Borders,1973,chromogenic print,84.71.3,cmoa:things/426e0bf0-b6e0-4fe2-9ba1-ece8475eaf2d,Gift of Elaine A. King,1984-10-04,Photography,Not on View,11.375,9.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025109,"Elaine A. King, Pittsburgh, PA",photographs,,cmoa:parties/05a4669b-8137-4096-afb4-c4306684c059,Person,Larry McPherson,"McPherson, Larry",,American,1943-01-01,,"Newark, OH",
(Pittsburgh: Aerial View),1956,gelatin silver print,84.7.14,cmoa:things/ddf75c06-dd51-480f-ad8a-67afc4b63003,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.5,10.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025110,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96935&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Pittsburgh: Aerial View),1956,gelatin silver print,84.7.15,cmoa:things/f7393e04-3ebb-4725-83f9-9549b0160694,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.25,10.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025111,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96936&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Pittsburgh: Aerial View of Oakland),1956,gelatin silver print,84.7.16,cmoa:things/5abfaaab-7a05-4956-a867-02a71fea8d0f,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.5,10.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025112,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96942&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Pittsburgh: Aerial View of City from Oakland),1956,gelatin silver print,84.7.17,cmoa:things/7d462e21-2047-4e28-9259-4463c29648cd,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.5,10.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025114,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=98430&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=7924&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Pittsburgh: Aerial View),1956,gelatin silver print,84.7.18,cmoa:things/7c3af864-e632-4c58-899d-b5cc10aa26db,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.25,10.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025115,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96937&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Pittsburgh: Aerial View of the Point),1956,gelatin silver print,84.7.19,cmoa:things/25d8e7f3-dc8f-4407-b880-39ca3f89663b,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.375,10.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025116,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96945&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Portrait of John Kane Playing Tin Whistle),,gelatin silver print,84.7.1,cmoa:things/907ca272-60f1-48de-a635-dc2096d19ce1,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,6.5,8.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025117,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96926&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
(Pittsburgh: Aerial View of the Point),1956,gelatin silver print,84.7.20,cmoa:things/3eb96bc0-2468-40a0-85fe-ef10712b2382,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.25,10.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025118,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96944&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Pittsburgh: Aerial View of the Mills and River),1955,gelatin silver print,84.7.21,cmoa:things/beaea6bd-a879-4af8-958a-fb7a9a4bed8b,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,11.0,13.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025119,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96943&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
"(Pittsburgh: Downtown Pittsburgh at Night, the Point)",1956,gelatin silver print,84.7.22,cmoa:things/3b513741-397c-4551-99a9-131a4bc6602d,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.25,9.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025121,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96947&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
(Pittsburgh: Train on Cliff),1956,gelatin silver print,84.7.23,cmoa:things/389ed966-07e6-4562-b807-013c02179432,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,14.0,11.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025123,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96950&size=Medium,cmoa:parties/e83d8f4d-f997-45e9-a4e9-c1a868f0cb2f,Person,Margaret Bourke-White,"Bourke-White, Margaret",,American,1904-01-01,1971-01-01," New York City (New York state, United States)"," Stamford (Fairfield county, Connecticut, United States)"
"National Tube, U.S. Steel, 1944",1944,gelatin silver print,84.7.24,cmoa:things/11d07e49-3424-4827-ad6f-078abbcf481d,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,14.0,11.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025124,"Carnegie Library of Pittsburgh, PA",photographs,,cmoa:parties/d2f920ef-85a2-4643-a242-ac11b61e4743,Person,Andreas Feininger,"Feininger, Andreas",,French,1906-01-01,1999-01-01,"Paris (Ville de Paris department, Ile-de-France, France)","New York City (New York state, United States)"
(Pittsburgh: River Scene),no date,gelatin silver print,84.7.25,cmoa:things/584ab68f-402a-4e62-8b27-2e9a4900a4ca,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,14.0,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025125,"Carnegie Library of Pittsburgh, PA",photographs,,cmoa:parties/d2f920ef-85a2-4643-a242-ac11b61e4743,Person,Andreas Feininger,"Feininger, Andreas",,French,1906-01-01,1999-01-01,"Paris (Ville de Paris department, Ile-de-France, France)","New York City (New York state, United States)"
(Houses and Stream),c. 1900-1930,gelatin silver print,84.7.26,cmoa:things/988609f3-f516-47be-b1a9-4e8d4b4d07c3,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.0,10.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025126,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9755&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
(Snow Scene with House),c. 1900-1930,gelatin silver print,84.7.27,cmoa:things/bd690c80-0c93-4c74-9a29-958be1478cf9,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,16.0,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025127,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9753&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
(Gravestones and House Scene),1921,gelatin silver print,84.7.28,cmoa:things/944da7f4-8948-4433-b0dc-0f6efef3a686,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,12.0,14.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025128,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96932&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
The Little Inquisitor,,gelatin silver print,84.7.29,cmoa:things/2fc69850-f291-41c1-ba79-fa7a778da549,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,12.5,16.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025129,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96949&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
(Portrait of John Kane),,gelatin silver print,84.7.2,cmoa:things/0a3d6160-38f4-4103-b7df-38e2d22a11ed,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,10.0,6.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025130,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96927&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
"Charles J. Taylor, Professor of Art, Carnegie Institute of Technology, Pittsburgh, Pennsylvania.",1919,gelatin silver print,84.7.30,cmoa:things/7454bf1e-5230-4e31-bcca-ef6af30e32bf,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.875,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025132,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9924&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
The Black Cloak,c. 1918,gelatin silver print,84.7.31,cmoa:things/907981e2-7514-4afb-b753-756af1e238ab,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,12.0,16.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025133,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9831&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
The Grey Cloak,,gelatin silver print,84.7.32,cmoa:things/6107dfa4-51e6-4d00-88f8-0385d8344868,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,10.25,15.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025135,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96933&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
Waiting,1918,gelatin silver print,84.7.33,cmoa:things/f2edc382-172c-41a8-b5dd-5dee9c9310e2,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.5,17.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025136,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96934&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
Maternity,c. 1900-1930,gelatin silver print,84.7.34,cmoa:things/a02ce839-83b0-4f45-aa10-43c85655f668,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,13.0,18.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025137,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9757&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
The Railroad Cut,1919,gelatin silver print,84.7.35,cmoa:things/1fa0301a-b110-4a23-a3ee-204b66307d11,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,16.125,11.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025138,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9754&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
The Sentinel,1929,gelatin silver print,84.7.36,cmoa:things/7f14e3b9-adf4-4061-a881-708b8d1d5e1e,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,18.125,14.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025139,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9748&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
Group of Pittsburgh Buildings,1917,gelatin silver print,84.7.37,cmoa:things/6013d340-579b-4444-9270-473ef6853192,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,14.75,12.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025141,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=11272&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
Nine Till Five,1929,gelatin silver print,84.7.38,cmoa:things/99a97a14-eb48-41e5-bce0-a21f9b8872f2,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,14.5,18.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025142,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9752&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
Pittsburgh,1922,gelatin silver print,84.7.39,cmoa:things/05aba89c-60e4-4784-b6e4-cddf715191ed,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,18.25,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025143,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9971&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
(Portrait of John Kane at His Easel),,gelatin silver print,84.7.3,cmoa:things/71970954-17ba-4247-9f0c-c03c5d13bd84,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,8.5,6.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025144,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96925&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
(Pittsburgh: Mill Scene),c. 1900-1930,gelatin silver print,84.7.40,cmoa:things/f88dc4f8-7451-4d96-adb3-8b878beca491,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,12.875,9.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025146,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9829&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
(Pittsburgh: Mill Scene),1919,gelatin silver print,84.7.41,cmoa:things/eb3a6c14-c8b2-48a1-b836-e94a57261e14,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,14.75,12.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025147,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9946&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
The Valley of Industry,1918,gelatin silver print,84.7.42,cmoa:things/9bda24da-91dc-4965-9235-d7e36d609bc6,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,15.0,12.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025148,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9756&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
(Portrait of John Kane at His Easel),,gelatin silver print,84.7.4,cmoa:things/4c041c48-8daf-4933-ae95-e343a028bde6,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,10.0,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025149,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96928&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
(Portrait of John Kane with Trunk Filled with Paintings),,gelatin silver print,84.7.5,cmoa:things/dd4262d0-504d-4172-bf1c-3307d26b1b61,Gift of the Carnegie Library of Pittsburgh,1984-02-02,Photography,Not on View,8.5,6.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1025151,"Carnegie Library of Pittsburgh, PA",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=96929&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
